,UNIQUEID,NAME,ADDRESS,CITY,STATE,ZIP,ZIP4,TELEPHONE,TYPE,STATUS,POPULATION,COUNTY,COUNTYFIPS,COUNTRY,NAICS_CODE,NAICS_DESC,SOURCE,SOURCEDATE,VAL_METHOD,VAL_DATE,WEBSITE,TOT_ENROLL,TOT_EMP,SHELTERID,preprocessed_name,centroid_x_epsg_102005,centroid_y_epsg_102005,centroid_long,centroid_lat,geometry,State,OPE ID,IPED ID,School Name,Institution Type,# of Nat'l AP Partners,# of Partners,Civic Holiday,MSI,NSLVE,"NSLVE
2014",2016 NSLVE Report,2018 NSLVE Reports,2016 Action Plan,2018 Action Plan,2020 Action Plan,Campus Contact,City,Longitude,Latitude,Pell Grant %,BIPOC %,American Indian or Alaskan Native,Asian,Black or African American,Hispanic or Latinx,NHPI,Two or more Races,SLSV Coalition,ALL IN,AGF,Ask Every Student,Campus Vote Project,Voter Friendly Campus,StudentPIRGs,Aliento Education Fund,Alliance for Youth Organizing,American Democracy Project, Arizona Students' Association,Baltimore Collegetown Network		,Black Girls Vote,Boston Votes Coalition,California Campus Compact ,CALPIRG Students,CEEP,Civic Nebraska,Common Cause,Count US IN,Creative Campus Voting Project,Day on Democracy,Democracy Works,Engage Miami,Every Vote Counts,Forward Montana,Georgia Shift,Hillel International,IGNITE National,IA & MN Campus Compact,LeadMN,Loud Light,Maine Students Vote,MARYPIRG,MI Familia Vota,Minnesota Youth Collective,Mississippi Votes,NASPAA,New Era Colorado,NYPIRG,NCAAT,NCPIRG,NC Campus Compact,Ohio Campus Compact,PIRGIM Campus Action,Project Pericles,TurnUp Activism,Up to Us/ Net Impact,VoteRiders,Washington Student Association,Xceleader (Vote HBCU),NVEW 2020,"NVRD
2017",NVRD 2018,NVRD 2020,_merge
37,461148,NEW YORK FILM ACADEMY,3300 WEST RIVERSIDE DRIVE,BURBANK,CA,91505,NOT AVAILABLE,(818) 333-3558,3,A,2597.0,LOS ANGELES,06037,USA,611310,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",https://hub.nyfa.edu/sites/default/files/handbooks/campus_maps_4.pdf,2018-08-27,IMAGERY/OTHER,2019-02-19,www.nyfa.edu,1389.0,1208.0,NOT AVAILABLE,newyorkfilmacademy,-2035534.1561378888,-287487.50958504865,-118.33538607062874,34.152021044846265,"POLYGON ((-2035498.412900792 -287504.5472526246, -2035558.44401339 -287513.4869232341, -2035567.2431309 -287465.5825690723, -2035547.683564015 -287459.5882496469, -2035496.775699668 -287479.9273064508, -2035498.412900792 -287504.5472526246))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
38,492430,CENTRAL CALIFORNIA SCHOOL OF CONTINUING EDUCATION -,139 NORTH 5TH STREET,COALINGA,CA,93210,1901,NOT AVAILABLE,-3,G,-999.0,FRESNO,06019,USA,611519,OTHER TECHNICAL AND TRADE SCHOOLS,https://www.ccsce.org/about.php,2019-12-12,IMAGERY/OTHER,2019-12-12,https://www.ccsce.org/about.php,-999.0,-999.0,NOT AVAILABLE,centralcaliforniaschoolcontinuingeducation,-2157627.957640496,-27658.35903384933,-120.35982635817027,36.13918054518844,"POLYGON ((-2157643.609196163 -27658.72155453928, -2157623.979147939 -27642.74159348049, -2157612.375943522 -27659.32932093799, -2157632.341107884 -27673.30151025409, -2157643.609196163 -27658.72155453928))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
39,492449,PIMA MEDICAL INSTITUTE-SAN MARCOS,111 CAMPUS WAY,SAN MARCOS,CA,92078,8702,(760) 299-4520,3,N,274.0,SAN DIEGO,06073,USA,611210,JUNIOR COLLEGES,https://pmi.edu/locations/california/san-marcos,2019-12-12,IMAGERY/OTHER,2019-12-12,https://pmi.edu/locations/california/san-marcos,223.0,51.0,NOT AVAILABLE,pimamedicalinstitutesanmarcos,-1956300.6314814044,-422620.7407522784,-117.16013432701816,33.13685949425572,"POLYGON ((-1956349.780569478 -422605.5914860597, -1956256.662012429 -422598.5769712324, -1956250.102987997 -422636.4624812511, -1956347.6370161 -422641.8916133437, -1956349.780569478 -422605.5914860597))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
42,189811,ST PAUL'S SCHOOL OF NURSING-QUEENS,97-77 QUEENS BLVD,REGO PARK,NY,11374,NOT AVAILABLE,(718) 357-0500,3,A,639.0,QUEENS,36081,USA,611210,JUNIOR COLLEGES,https://www.stpaulsschoolofnursing.edu/locations/new-york/queens/97-77-queens-blvd-queens-ny.aspx,2018-09-14,IMAGERY/OTHER,2020-01-31,https://www.stpaulsschoolofnursing.edu,552.0,87.0,NOT AVAILABLE,stpaulsschoolnursingqueens,1842743.1716831815,416783.19806235604,-73.85843226551917,40.729258013296665,"POLYGON ((1842751.946542299 416823.0202793058, 1842787.376262993 416767.2358340773, 1842766.820853764 416754.1635223526, 1842687.022300671 416774.0125031667, 1842751.946542299 416823.0202793058))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
43,102368,TROY UNIVERSITY,UNIVERSITY AVENUE,TROY,AL,36082,0001,(334) 670-3100,1,A,19596.0,PIKE,01109,USA,611310,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",https://www.troy.edu/troy/campusmap.html,2018-03-07,IMAGERY/OTHER,2019-02-08,www.troy.edu,16981.0,2615.0,10776582,troyuniversity,951347.6290771813,-746262.6463860894,-85.95611635816043,31.801174640574406,"POLYGON ((952131.6428769066 -746377.3653967204, 952055.8918225918 -746426.8926619217, 951979.2529400199 -746431.5964759988, 951925.9032788815 -746435.0475352802, 951913.7059093135 -746521.8614349456, 951834.8465801253 -746511.4726389067, 951796.7471881156 -746646.6875205776, 951859.0369078577 -746662.0552963183, 951855.4894405642 -746753.2322552862, 951820.1221907169 -746753.9590364466, 951806.6838066732 -746727.1038260621, 951646.3144571403 -746693.8531125373, 951672.0463572039 -746864.8776741964, 951483.4790916946 -746885.7306058401, 951210.7215001227 -746865.1457575618, 951246.1382851503 -747167.0284755134, 950808.2250680244 -747220.2038424206, 950762.5249901124 -746886.8072315885, 950782.4678054514 -746882.2146853866, 950779.7069496298 -746838.7208254454, 950812.3535927713 -746828.1287433865, 950797.3019717083 -746615.6301054116, 950746.8809503246 -746616.2032832325, 950731.7037089261 -746496.8187630903, 950729.8370828126 -746460.6984596994, 950777.1905994116 -746395.740188541, 950803.0738158234 -746331.8269248838, 950792.9447871662 -746227.8285518083, 950794.522535736 -746035.1641541607, 950964.2788164576 -745986.1422128943, 950948.2163046363 -745871.6507322424, 950926.1984686999 -745715.6109188425, 950969.2068119709 -745710.0609879422, 950960.3346525674 -745605.1272578769, 950799.5940365607 -745621.8705461769, 950788.83238037 -745537.5454708677, 950832.600099673 -745532.7085095639, 950823.0542149182 -745451.4742253328, 950916.1780480613 -745443.3454181163, 951192.3472845653 -745452.4615263075, 951205.142225089 -745578.463099917, 951924.4849892796 -745513.4094345375, 951995.5883355918 -746082.1056343357, 951944.722271461 -746127.551414202, 951851.3719009233 -746207.9584407214, 951948.1312203697 -746232.2934717642, 952219.709812285 -746210.2059678603, 952192.7744562698 -746283.001013319, 952131.6428769066 -746377.3653967204))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
46,101499,JEFFERSON DAVIS COMMUNITY COLLEGE,220 ALCO DR,BREWTON,AL,36426,NOT AVAILABLE,NOT AVAILABLE,1,C,-999.0,ESCAMBIA,01053,USA,611210,JUNIOR COLLEGES,www.jdcc.edu,2018-03-06,IMAGERY/OTHER,2019-02-18,www.coastalalabama.edu,-999.0,-999.0,NOT AVAILABLE,jeffersondaviscommunitycollege,852093.4422717519,-834302.6175808829,-87.08741805472992,31.10427420658232,"POLYGON ((852413.8171003077 -834549.3688236723, 852371.4993168093 -834706.202899276, 852099.2333249555 -834635.7468068545, 852014.1365817749 -834585.1090580045, 851963.5148348637 -834570.8528942846, 851911.1411776004 -834567.6933022414, 851891.5010007747 -834520.8354898588, 851855.4895667275 -834358.957698256, 851822.1804228674 -833936.3405228506, 852211.123222803 -833908.8056410386, 852268.9783575415 -834349.271108113, 852301.4484699593 -834357.2064133678, 852301.5071200422 -834416.1802403996, 852462.4081038117 -834491.4996412613, 852441.156376934 -834510.6371761804, 852413.8171003077 -834549.3688236723))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
47,444608,PAUL MITCHELL THE SCHOOL-MONROE,"1015 18TH AVE, SUITE 212",MONROE,WI,53566,NOT AVAILABLE,(608) 329-7004,3,D,-999.0,GREEN,55045,USA,611511,COSMETOLOGY AND BARBER SCHOOLS,paulmitchell.edu/monroe,2019-04-23,IMAGERY/OTHER,2019-04-23,paulmitchell.edu/monroe,-999.0,-999.0,NOT AVAILABLE,paulmitchellschoolmonroe,519811.16915908817,418113.5485861706,-89.63772461372314,42.60176116538785,"POLYGON ((519792.9234650861 418101.7061935212, 519790.6527290021 418123.7384005307, 519828.9857035221 418126.4167195623, 519831.0723175522 418107.0212502548, 519827.2933618875 418101.78906887, 519792.9234650861 418101.7061935212))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
50,101514,JOHN C CALHOUN STATE COMMUNITY COLLEGE,6250 U S HIGHWAY 31 N,TANNER,AL,35671,NOT AVAILABLE,(256) 306-2500,1,A,10591.0,LIMESTONE,01083,USA,611210,JUNIOR COLLEGES,http://www.calhoun.edu/about-calhoun/campus-maps,2018-03-06,IMAGERY/OTHER,2019-02-21,calhoun.edu/,9736.0,855.0,10779771,johnccalhounstatecommunitycollege,826326.7759099683,-441786.9169657717,-86.94907412437006,34.64925973869369,"POLYGON ((826427.4149511945 -441410.7574082208, 826443.8932279916 -441576.2356498827, 826390.0015672402 -441575.2354958251, 826406.3475789636 -441778.9255638189, 826402.9027893989 -441836.5664342018, 826406.2419778269 -441856.9248721073, 826448.7567348798 -441862.2412437476, 826482.717902811 -441900.2413458938, 826510.5652187628 -442206.2405938414, 826523.8429708788 -442405.4612335149, 826246.0043049174 -442421.982032793, 826150.3072071535 -441131.1666233193, 826413.4995141103 -441112.9200702374, 826420.0300974874 -441244.3734985077, 826394.0051486328 -441259.6978911825, 826398.2684255892 -441342.0371741742, 826406.8299699716 -441401.665857822, 826427.4149511945 -441410.7574082208))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
52,492625,ECPI UNIVERSITY - SAN ANTONIO,4715 FREDERICKSBURG ROAD SUITE 200,SAN ANTONIO,TX,78229,3642,NOT AVAILABLE,-3,G,-999.0,BEXAR,48029,USA,611519,OTHER TECHNICAL AND TRADE SCHOOLS,https://www.ecpi.edu/content/san-antonio,2019-12-13,IMAGERY/OTHER,2019-12-13,https://www.ecpi.edu/content/san-antonio,-999.0,-999.0,NOT AVAILABLE,ecpiuniversitysanantonio,-249711.84191833663,-1050948.455307939,-98.55585419786784,29.49428999540512,"POLYGON ((-249669.5537176454 -1050853.446967222, -249630.5321651566 -1050943.644512316, -249767.1957351303 -1051038.375124925, -249778.6781306959 -1051033.106076887, -249789.1123406465 -1051000.821379936, -249783.230940603 -1050967.34510957, -249682.4103946714 -1050855.725115879, -249669.5537176454 -1050853.446967222))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
53,492643,AMERICAN MASSAGE & BODYWORK INSTITUTE,1593 SPRING HILL ROAD,VIENNA,VA,22182,2245,(571) 620-7170,3,N,93.0,FAIRFAX,51059,USA,611519,OTHER TECHNICAL AND TRADE SCHOOLS,https://ambimassageschool.com/,2019-12-13,IMAGERY/OTHER,2019-12-13,https://ambimassageschool.com/,83.0,10.0,NOT AVAILABLE,americanmassagebodyworkinstitute,1606151.0410161105,157510.8988421847,-77.24472398537458,38.926008135322334,"POLYGON ((1606123.668152594 157534.0423519608, 1606173.155806989 157543.0154420324, 1606193.437497697 157528.6944819699, 1606145.910946266 157468.8608957921, 1606122.248537576 157481.80231866, 1606123.668152594 157534.0423519608))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
54,106397,UNIVERSITY OF ARKANSAS,ADMINISTRATION BLDG 425,FAYETTEVILLE,AR,72701,NOT AVAILABLE,(479) 575-2000,1,A,33163.0,WASHINGTON,05143,USA,611310,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",http://campusmaps.uark.edu/campusmap.pdf,2018-03-06,IMAGERY/OTHER,2019-01-28,www.uark.edu,27778.0,5385.0,NOT AVAILABLE,universityarkansas,163649.50180837247,-324023.97021482076,-94.1759643703385,36.06579459136502,"POLYGON ((163785.9499585441 -323116.5712677304, 163789.1046858072 -323220.8193913312, 163888.139070328 -323208.2729406741, 163885.4928461929 -323236.0542291485, 163971.9594299589 -323235.642005186, 163970.9007386932 -323342.6153696842, 164083.3246433934 -323350.3746520381, 164085.4698471129 -323286.0169575018, 164195.6334111873 -323285.3912025969, 164202.5951783211 -323450.2020930164, 164274.2029507239 -323454.0461324581, 164275.4485868855 -323516.0798541142, 164337.4255660544 -323518.7963629765, 164337.7305883066 -323427.6828320116, 164398.5867231092 -323427.780541589, 164416.6105082477 -323527.7685287111, 164315.1734815337 -323527.1655986474, 164313.6016294641 -323714.6935974604, 164353.1685350921 -323717.8600585238, 164354.2291239053 -323770.6545998812, 164406.6560883065 -323776.2031861764, 164410.8922166041 -323827.6135475464, 164394.8835928136 -323827.9352274864, 164395.440537156 -323855.6524325291, 164377.2974277922 -323856.016965308, 164373.3931050627 -323927.3967640618, 164337.1330781931 -323929.4455216262, 164338.756304492 -324169.725053396, 164431.7161151672 -324173.1389410035, 164402.6943595022 -324322.9269254221, 164222.1875981213 -324319.9498168334, 164102.9310966615 -324229.9149309865, 163994.9758924292 -324224.1570387467, 163874.4944070009 -324285.9887716036, 163783.3831271759 -324374.9590551924, 163683.9272574992 -324420.5222416095, 163618.0324192751 -324489.1801716915, 163601.2602260222 -324558.1759806732, 163610.5907146809 -324597.6011811084, 163653.800803417 -324675.9606999552, 163670.444719886 -324707.3171829053, 163670.5012673885 -324816.9085928415, 163727.9896458667 -325021.7397451708, 163472.8031066653 -325022.8805552051, 163221.213768045 -325043.7475615428, 162957.7504099653 -325058.2412834531, 162964.9812457014 -324617.0869697534, 163036.5983106385 -324620.9418323688, 163041.0035368568 -324520.5043677152, 163143.4935257912 -324519.7818632832, 163143.2712808133 -324455.0871103916, 163211.0288888402 -324452.3612030484, 163211.1778772978 -324422.9240285804, 163264.1855344358 -324417.9028823666, 163262.6760651853 -324374.360074368, 163199.7918036487 -324369.276719264, 163203.3109486896 -324320.8801132038, 163276.3102857835 -324318.1275523426, 163278.4544831043 -324220.0016780502, 163202.6505121948 -324220.193585302, 163201.8080300426 -324177.9579249497, 163279.6407620718 -324172.443875714, 163279.8812310523 -324068.2224094949, 163164.301034166 -324067.3506097221, 163166.7843282441 -323969.5159768627, 163213.0255390549 -323972.8950184741, 163227.6958054476 -323584.4067468475, 163195.5690199488 -323579.5020721308, 163197.5384463211 -323517.6683582756, 163281.1438043614 -323520.5698031744, 163282.0721841045 -323117.4008712049, 163785.9499585441 -323116.5712677304))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
57,126605,SPARTAN COLLEGE OF AERONAUTICS AND TECHNOLOGY,10851 W 120TH AVE,BROOMFIELD,CO,80021,3465,(303) 466-1714,3,A,378.0,BROOMFIELD,08014,USA,611210,JUNIOR COLLEGES,www.spartan.edu,2017-10-30,IMAGERY/OTHER,2019-01-28,www.spartan.edu,339.0,39.0,NOT AVAILABLE,spartancollegeaeronauticstechnology,-774142.9913016346,140298.06890583405,-105.11844583361345,39.91482906751549,"POLYGON ((-774042.2974210866 140359.437294636, -774054.4645699321 140230.0203620088, -774256.2936548181 140253.4526115085, -774249.148195734 140340.8896404433, -774145.3534276871 140353.8431297544, -774091.3181346591 140365.4163210874, -774042.2974210866 140359.437294636))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
58,207254,SPARTAN COLLEGE OF AERONAUTICS AND TECHNOLOGY,8820 EAST PINE STREET,TULSA,OK,74115,NOT AVAILABLE,(800) 331-1204,3,A,1242.0,TULSA,40143,USA,611310,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",www.spartan.edu,2018-04-04,IMAGERY/OTHER,2018-04-04,www.spartan.edu,979.0,263.0,NOT AVAILABLE,spartancollegeaeronauticstechnology,10830.786434587255,-313409.07262764504,-95.8791115582225,36.1761374964744,"POLYGON ((10716.22045594818 -313315.3078152605, 10942.18472887422 -313315.0079100039, 10941.36647682961 -313499.8303149523, 10727.13403257958 -313509.3558209635, 10716.22045594818 -313315.3078152605))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
59,413680,SPARTAN COLLEGE OF AERONAUTICS & TECHNOLOGY,8911 AVIATION BLVD,INGLEWOOD,CA,90301,2904,(310) 337-4444,3,A,467.0,LOS ANGELES,06037,USA,611519,OTHER TECHNICAL AND TRADE SCHOOLS,https://www.spartan.edu/los-angeles/,2018-08-29,IMAGERY/OTHER,2018-08-29,www.spartan.edu,420.0,47.0,NOT AVAILABLE,spartancollegeaeronauticstechnology,-2044580.6966514618,-307641.0789925616,-118.37754067335779,33.95597086688407,"POLYGON ((-2044611.97585447 -307610.9208883959, -2044546.918693929 -307627.2098751945, -2044558.588245745 -307676.5279726174, -2044591.844851925 -307667.2217762805, -2044588.137395593 -307649.7027849359, -2044619.080803724 -307641.4653737461, -2044611.97585447 -307610.9208883959))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
66,492652,KCK BEAUTY & BARBER ACADEMY,10592 BALMORAL CIRCLE EAST,JACKSONVILLE,FL,32118,5578,(904) 516-9280,3,N,15.0,DUVAL,12031,USA,611511,COSMETOLOGY AND BARBER SCHOOLS,http://www.kckbbacademy.org/contact.html,2019-12-13,IMAGERY/OTHER,2019-12-13,http://www.kckbbacademy.org/contact.html,8.0,7.0,NOT AVAILABLE,kckbeautybarberacademy,1380009.974853059,-842158.7719984695,-81.6521007927294,30.428131163513243,"POLYGON ((1379955.133591568 -842187.8228171124, 1379976.989895823 -842112.9110059191, 1380023.984309508 -842112.1337360403, 1380066.832174279 -842138.3884965951, 1380034.633197867 -842212.2703631466, 1379955.133591568 -842187.8228171124))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
85,492838,BARD COLLEGE - FISHKILL CORRECTIONAL FACILITY,18 STRACK DRIVE,BEACON,NY,12508,0307,NOT AVAILABLE,-3,G,-999.0,DUTCHESS,36027,USA,611519,OTHER TECHNICAL AND TRADE SCHOOLS,https://www.bard.edu/,2019-12-13,IMAGERY/OTHER,2019-12-13,https://www.bard.edu/,-999.0,-999.0,NOT AVAILABLE,bardcollegefishkillcorrectionalfacility,1814125.141668706,500391.93089421646,-73.95087536290788,41.52194220923007,"POLYGON ((1814095.606217965 500399.900015611, 1814118.122227936 500422.8718011623, 1814155.218555799 500388.0332140445, 1814129.874020602 500359.3556579115, 1814095.606217965 500399.900015611))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
86,155335,NEWMAN UNIVERSITY,3100 MCCORMICK AVE,WICHITA,KS,67213,2097,(316) 942-4291,2,A,3777.0,SEDGWICK,20173,USA,611310,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",https://newmanu.edu/numedia/departments/admissions/NU-CampusMap.pdf,2018-04-17,IMAGERY/OTHER,2019-01-28,www.newmanu.edu,3373.0,404.0,NOT AVAILABLE,newmanuniversity,-121013.88828379339,-146459.4380626067,-97.37882116060885,37.67233583426214,"POLYGON ((-120588.4718400825 -146235.6809443769, -120763.4675982699 -146621.3101443823, -120865.7664996644 -146657.3846130063, -120909.8086053406 -146705.9989899464, -121003.5777103723 -146723.4561282627, -121155.1967641733 -146751.6808586437, -121147.3079148768 -146665.1664522846, -121341.2058518869 -146600.4238583749, -121379.7107649192 -146577.6533576258, -121378.4791438197 -146372.4448269335, -121352.8064742469 -146373.6264011493, -121353.4608419422 -146292.7933963503, -120879.5468229505 -146237.3657123761, -120722.7937305439 -146251.0887943553, -120588.4718400825 -146235.6809443769))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
97,492847,BARD COLLEGE - GREEN HAVEN CORRECTIONAL FACILITY,594 ROUTE 216,STORMVILLE,NY,12582,0010,NOT AVAILABLE,-3,G,-999.0,DUTCHESS,36027,USA,611519,OTHER TECHNICAL AND TRADE SCHOOLS,https://www.msche.org/institution/0267/,2019-12-13,IMAGERY/OTHER,2019-12-13,https://www.msche.org/institution/0267/,-999.0,-999.0,NOT AVAILABLE,bardcollegegreenhavencorrectionalfacility,1831434.3314459284,511374.3196069019,-73.71675239856246,41.58041500427914,"POLYGON ((1831399.295901094 511722.5214495837, 1831781.348020058 511336.5062602467, 1831472.999108371 511017.7700614723, 1831084.247077754 511428.2759197234, 1831399.295901094 511722.5214495837))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
104,172477,WESTERN MICHIGAN UNIVERSITY-THOMAS M. COOLEY LAW SCHOOL,300 S CAPITOL AVE,LANSING,MI,48901,NOT AVAILABLE,(517) 371-5140,2,A,1697.0,INGHAM,26065,USA,611310,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",https://www.cooley.edu/,2018-04-26,IMAGERY/OTHER,2019-02-18,www.cooley.edu,1325.0,372.0,NOT AVAILABLE,westernmichiganuniversitythomasmcooleylawschool,931632.1089322208,472869.29064133466,-84.55444696116955,42.73103901004367,"POLYGON ((931664.2759865152 472895.0625716704, 931670.025861606 472852.2228199451, 931599.4598957484 472843.7301487462, 931594.4397454961 472886.2580908947, 931664.2759865152 472895.0625716704))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
108,492856,BARD COLLEGE - TACONIC CORRECTIONAL FACILITY,250 HARRIS ROAD,BEDFORD HILL,NY,10507,2497,NOT AVAILABLE,-3,G,-999.0,WESTCHESTER,36119,USA,611519,OTHER TECHNICAL AND TRADE SCHOOLS,https://bpi.bard.edu/19th-bpi-commencement/,2019-12-13,IMAGERY/OTHER,2019-12-13,https://bpi.bard.edu/19th-bpi-commencement/,-999.0,-999.0,NOT AVAILABLE,bardcollegetaconiccorrectionalfacility,1843636.2633004861,476064.9527855678,-73.67721215290065,41.24534884991961,"POLYGON ((1843487.69263391 475786.5700216698, 1843481.544570138 475808.7313226686, 1843517.871952213 476017.1825343064, 1843539.076816578 476057.6147392213, 1843603.886396731 476250.3012597793, 1843666.092603109 476274.0094105378, 1843778.384390163 476340.4626118118, 1843847.853159663 476266.2956079554, 1843723.772020866 476124.1719196009, 1843605.726954189 475780.910859297, 1843487.69263391 475786.5700216698))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
109,492865,BARD COLLEGE - WOODBOURNE CORRECTIONAL FACILITY,99 PRISON ROAD,WOODBOURNE,NY,12788,1000,NOT AVAILABLE,-3,G,-999.0,SULLIVAN,36105,USA,611519,OTHER TECHNICAL AND TRADE SCHOOLS,https://www.bard.edu/,2019-12-13,IMAGERY/OTHER,2019-12-13,https://www.bard.edu/,-999.0,-999.0,NOT AVAILABLE,bardcollegewoodbournecorrectionalfacility,1756334.8023929417,512817.35403561004,-74.59259816646488,41.75344575708722,"POLYGON ((1756179.222716978 513017.6102655135, 1756403.891731189 512952.3136301952, 1756566.775780954 512797.2472168474, 1756602.745333924 512712.9157489083, 1756441.672623654 512662.1685750053, 1756343.716385702 512677.8745973572, 1756289.699922715 512667.404136354, 1756245.976321164 512631.678401129, 1756131.701611903 512812.2309576184, 1756148.907316559 512984.2754353178, 1756179.222716978 513017.6102655135))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
110,492874,BARD COLLEGE - BHSEC NEWARK,321 BERGEN STREET,NEWARK,NJ,07103,2639,NOT AVAILABLE,-3,G,-999.0,ESSEX,34013,USA,611519,OTHER TECHNICAL AND TRADE SCHOOLS,https://bhsec.bard.edu/newark/,2019-12-13,IMAGERY/OTHER,2019-12-13,https://bhsec.bard.edu/newark/,-999.0,-999.0,NOT AVAILABLE,bardcollegebhsecnewark,1815098.7676606036,410622.68366697594,-74.19534423319408,40.734780192056895,"POLYGON ((1815058.232794208 410555.8439599782, 1815063.417545747 410694.1810153025, 1815140.157327063 410688.40796421, 1815133.432616228 410551.3269373346, 1815058.232794208 410555.8439599782))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
115,175014,RASMUSSEN COLLEGE-MINNESOTA,226 PARK AVENUE SOUTH,ST. CLOUD,MN,56301,3713,(320) 251-5600,3,A,4720.0,STEARNS,27145,USA,611210,JUNIOR COLLEGES,http://www.rasmussen.edu/locations/minnesota/,2018-04-12,IMAGERY/OTHER,2019-02-13,rasmussen.edu,4124.0,596.0,NOT AVAILABLE,rasmussencollegeminnesota,140180.23579509708,728698.3511238167,-94.206826757762,45.54779164198909,"POLYGON ((140247.18668479 728757.7503187533, 140237.960536969 728630.1657819262, 140116.3349047261 728642.2352853075, 140115.9567273945 728760.4549336339, 140247.18668479 728757.7503187533))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
