query_id,placekey,error,pollingHours,latitude,longitude,startDate,endDate,sources,address.locationName,address.line1,address.city,address.state,address.zip,notes,address.line2,name,voterServices
85,226@5pw-2t7-kzz,,"Sun, Nov 1: 9 am - 5 pm
Mon, Nov 2: 8:30 am - 7:00 pm",41.6603578,-88.0019442,10/19/2020,11/2/2020,"[{'name': 'DemocracyWorks', 'official': False}]",Lemont Township Hall,1115 Warner Ave,Lemont,IL,60439,,,,
86,zzw-224@5pw-5zw-mtv,,"Sun, Nov 1: 9 am - 5 pm
Mon, Nov 2: 8:30 am - 7:00 pm",41.8830252,-87.6299116,10/7/2020,11/2/2020,"[{'name': 'DemocracyWorks', 'official': False}]",Chicago Loop Express Illinois Secretary of State Facility,69 W Washington St,Chicago,IL,60602,,,,
87,224-222@5pw-2n6-psq,,"Sun, Nov 1: 9 am - 5 pm
Mon, Nov 2: 8:30 am - 7:00 pm",41.7386061,-87.7734891,10/19/2020,11/2/2020,"[{'name': 'DemocracyWorks', 'official': False}]",Burbank (Prairie Trails Library District),8449 S Moody Ave,Burbank,IL,60459,,,,
88,222@5pw-2kq-52k,,"Sun, Nov 1: 9 am - 5 pm
Mon, Nov 2: 8:30 am - 7:00 pm",41.7054757,-87.809988,10/19/2020,11/2/2020,"[{'name': 'DemocracyWorks', 'official': False}]",Bridgeview Courthouse,10220 76th Ave,Bridgeview,IL,60455,,Room 238,,
89,224-222@5pw-2n8-8jv,,"Sun, Nov 1: 9 am - 5 pm
Mon, Nov 2: 8:30 am - 7:00 pm",41.7206392,-87.7531907,10/19/2020,11/2/2020,"[{'name': 'DemocracyWorks', 'official': False}]",Oak Lawn Village Hall,9446 S Raymond Ave,Oak Lawn,IL,60453,,,,
90,222@5pw-23m-jsq,,"Sun, Nov 1: 9 am - 5 pm
Mon, Nov 2: 8:30 am - 7:00 pm",41.620762,-87.8564314,10/19/2020,11/2/2020,"[{'name': 'DemocracyWorks', 'official': False}]",Orland Township,14807 Ravinia Ave,Orland Park,IL,60462,,,,
91,222-222@5pw-2qj-dsq,,"Sun, Nov 1: 9 am - 5 pm
Mon, Nov 2: 8:30 am - 7:00 pm",41.6605195,-87.7828664,10/19/2020,11/2/2020,"[{'name': 'DemocracyWorks', 'official': False}]",Palos Heights Recreation Center,6601 W 127th St,Palos Heights,IL,60463,,,,
92,222@5pw-2q9-r6k,,"Sun, Nov 1: 9 am - 5 pm
Mon, Nov 2: 8:30 am - 7:00 pm",41.6388496,-87.7316905,10/19/2020,11/2/2020,"[{'name': 'DemocracyWorks', 'official': False}]",Crestwood (Andrew Biela Senior Citizen Center),4545 Midlothian Turnpike,Crestwood,IL,60445,,,,
93,222@5pw-25j-975,,"Sun, Nov 1: 9 am - 5 pm
Mon, Nov 2: 8:30 am - 7:00 pm",41.5960953,-87.7863238,10/19/2020,11/2/2020,"[{'name': 'DemocracyWorks', 'official': False}]",Tinley Park Village Hall,16250 S Oak Park Ave,Tinely Park,IL,60477,,,,
94,zzw-222@5pw-2qy-pjv,,"Sun, Nov 1: 9 am - 5 pm
Mon, Nov 2: 8:30 am - 7:00 pm",41.6114269,-87.7570201,10/19/2020,11/2/2020,"[{'name': 'DemocracyWorks', 'official': False}]",Oak Forest City Hall,15440 S Central Ave,Oak Forest,IL,60452,,,,
95,22q@5pw-2pm-8y9,,"Sun, Nov 1: 9 am - 5 pm
Mon, Nov 2: 8:30 am - 7:00 pm",41.6640217,-87.6606561,10/19/2020,11/2/2020,"[{'name': 'DemocracyWorks', 'official': False}]",Calumet Township Community Center,12633 S Ashland Ave,Calument Park,IL,60827,,,,
96,zzw-223@5pw-2qw-zfz,,"Sun, Nov 1: 9 am - 5 pm
Mon, Nov 2: 8:30 am - 7:00 pm",41.5901246,-87.6930878,10/19/2020,11/2/2020,"[{'name': 'DemocracyWorks', 'official': False}]",Markham Courthouse,16501 S Kedzie Ave,Markham,IL,60428,Room 238,,,
97,223@5pw-2q2-mrk,,"Sun, Nov 1: 9 am - 5 pm
Mon, Nov 2: 8:30 am - 7:00 pm",41.6110543,-87.6449144,10/19/2020,11/2/2020,"[{'name': 'DemocracyWorks', 'official': False}]",Harvey City Hall,15320 Broadway Ave,Harvey,IL,60426,,,,
98,@5pw-26x-rp9,Invalid address,"Sun, Nov 1: 9 am - 5 pm
Mon, Nov 2: 8:30 am - 7:00 pm",41.514464,-87.7394146,10/19/2020,11/2/2020,"[{'name': 'DemocracyWorks', 'official': False}]",Matteson Community Center,20642 Mattenson Ave,Mattenson,IL,60443,,,,
99,223@5pv-yfc-jd9,,"Sun, Nov 1: 9 am - 5 pm
Mon, Nov 2: 8:30 am - 7:00 pm",41.6003527,-87.609222,10/19/2020,11/2/2020,"[{'name': 'DemocracyWorks', 'official': False}]",Thornton Township Hall,333 E 162nd St,South Holland,IL,60473,,,,
100,zzw-222@5pv-ywk-yy9,,"Sun, Nov 1: 9 am - 5 pm
Mon, Nov 2: 8:30 am - 7:00 pm",41.6169177,-87.5561174,10/19/2020,11/2/2020,"[{'name': 'DemocracyWorks', 'official': False}]",Calumet City Library,660 Manistee Ave,Calumet City,IL,60409,,,,
101,zzw-222@5pv-ydh-cnq,,"Sun, Nov 1: 9 am - 5 pm
Mon, Nov 2: 8:30 am - 7:00 pm",41.5255653,-87.6386099,10/19/2020,11/2/2020,"[{'name': 'DemocracyWorks', 'official': False}]","Chicago Heights (Prairie State College), Conference Center",202 S Halsted St,Chicago Heights,IL,60411,Proven I.T Room 1318,,,
102,222@5pw-28z-45f,,"Sun, Nov 1: 9 am - 5 pm
Mon, Nov 2: 8:30 am - 7:00 pm",41.482092,-87.6803769,10/19/2020,11/2/2020,"[{'name': 'DemocracyWorks', 'official': False}]",Park Forest Village Hall,350 Victory Dr,Park Forest,IL,60466,,,,
103,22k-222@5pv-yg5-nyv,,"Sun, Nov 1: 9 am - 5 pm
Mon, Nov 2: 8:30 am - 7:00 pm",41.5660354,-87.5495517,10/19/2020,11/2/2020,"[{'name': 'DemocracyWorks', 'official': False}]",Lansing Public Library,2750 Indiana Ave,Lansing,IL,60438,,,,
104,22d@5pw-28x-qfz,,"Sun, Nov 1: 9 am - 5 pm
Mon, Nov 2: 8:30 am - 7:00 pm",41.4808427,-87.6426598,10/19/2020,11/2/2020,"[{'name': 'DemocracyWorks', 'official': False}]",South Chicago Heights Senior Center,3140 Enterprise Park Ave,South Chicago Height,IL,60411,,,,
105,229@5sb-6vn-p9z,,"Mon, Nov 2: 8:30 am - 7:00 pm",42.3236986,-88.2689079,11/2/2020,11/2/2020,"[{'name': 'DemocracyWorks', 'official': False}]",McHenry City Hall - Drop Box,333 S Green St,McHenry,IL,60050,,,,
106,222@5sb-77g-zvf,,"Sun, Nov 1: 9 am - 5 pm
Mon, Nov 2: 8:30 am - 7:00 pm",42.2297951,-88.3434382,10/19/2020,11/2/2020,"[{'name': 'DemocracyWorks', 'official': False}]",The Dole Mansion,401 Country Club Rd,Crystal Lake,IL,60014,,,,
107,227@5sb-782-qcq,,"Sun, Nov 1: 9 am - 5 pm
Mon, Nov 2: 8:30 am - 7:00 pm",42.1783264,-88.3415584,10/19/2020,11/2/2020,"[{'name': 'DemocracyWorks', 'official': False}]",Lake in the Hills Village Hall,600 Harvest Gate,Lake in the Hills,IL,60156,,,,
108,222@5sb-7fh-z9f,,"Sun, Nov 1: 9 am - 5 pm
Mon, Nov 2: 8:30 am - 7:00 pm",42.3801761,-88.2719793,10/19/2020,11/2/2020,"[{'name': 'DemocracyWorks', 'official': False}]",McHenry Township Office,3703 N Richmond Rd,Johnsburg,IL,60051,,,,
109,223-222@5sb-6tc-kvf,,"Sun, Nov 1: 9 am - 5 pm
Mon, Nov 2: 8:30 am - 7:00 pm",42.3425319,-88.4405398,9/24/2020,11/2/2020,"[{'name': 'DemocracyWorks', 'official': False}]",McHenry County Clerk's Office,667 Ware Rd,Woodstock,IL,60098,,,,
110,zzw-222@5sb-7yz-fvf,,"Sun, Nov 1: 9 am - 5 pm
Mon, Nov 2: 8:30 am - 7:00 pm",41.933737,-87.9878697,10/19/2020,11/2/2020,"[{'name': 'DemocracyWorks', 'official': False}]",Addison Township Office,401 N Addison Rd,Addison,IL,60101,,,,
111,22f@5sb-7yv-st9,,"Sun, Nov 1: 9 am - 5 pm
Mon, Nov 2: 8:30 am - 7:00 pm",41.9063049,-88.0325372,10/19/2020,11/2/2020,"[{'name': 'DemocracyWorks', 'official': False}]",Kings Hall Banquets,1000-40 N Rohlwing Rd,Lombard,IL,60148,,,,
112,228-22h@5sb-7xp-rp9,,"Sun, Nov 1: 9 am - 5 pm
Mon, Nov 2: 8:30 am - 7:00 pm",41.8395824,-88.0071006,10/19/2020,11/2/2020,"[{'name': 'DemocracyWorks', 'official': False}]",Yorktown Center Lombard,203 Yorktown Shopping Center,Lombard,IL,60148,The Shops At Yorktown #42,,,
113,@5sb-7sk-gkz,Invalid address,"Sun, Nov 1: 9 am - 5 pm
Mon, Nov 2: 8:30 am - 7:00 pm",41.9487042,-88.1152738,10/19/2020,11/2/2020,"[{'name': 'DemocracyWorks', 'official': False}]",Stratford Square Mall,152 Stratford Dr,Bloomingdale,IL,60108,,,,
114,zzy-222@5sb-7xj-q75,,"Sun, Nov 1: 9 am - 5 pm
Mon, Nov 2: 8:30 am - 7:00 pm",41.7952712,-88.004723,10/19/2020,11/2/2020,"[{'name': 'DemocracyWorks', 'official': False}]",Downers Grove Village Hall,801 Burlington Ave,Downers Grove,IL,60515,,,,
115,@5sb-87g-49z,Invalid address,"Sun, Nov 1: 9 am - 5 pm
Mon, Nov 2: 8:30 am - 7:00 pm",41.8299684,-88.0573837,10/19/2020,11/2/2020,"[{'name': 'DemocracyWorks', 'official': False}]",The Annex at Abbington Banquet Hall,3S002 Route 53,Glen Ellyn,IL,60137,,Corner of Route 53 and Butterfield Rd,,
116,zzw-222@5sb-86w-zcq,,"Sun, Nov 1: 9 am - 5 pm
Mon, Nov 2: 8:30 am - 7:00 pm",41.8666165,-88.1337903,9/24/2020,11/2/2020,"[{'name': 'DemocracyWorks', 'official': False}]",DuPage County Fairgrounds,2015 Manchester Rd,Wheaton,IL,60187,,,,
117,zzz-222@5sb-7sq-xkf,,"Sun, Nov 1: 9 am - 5 pm
Mon, Nov 2: 8:30 am - 7:00 pm",41.9777524,-88.1878199,10/19/2020,11/2/2020,"[{'name': 'DemocracyWorks', 'official': False}]",Bartlett Community Center,700 S Bartlett Rd,Bartlett,IL,60103,,,,
118,223@5pw-2sz-yd9,,"Sun, Nov 1: 9 am - 5 pm
Mon, Nov 2: 8:30 am - 7:00 pm",41.7377468,-88.0099029,10/19/2020,11/2/2020,"[{'name': 'DemocracyWorks', 'official': False}]",Darien Office Complex,8255 Lemont Rd,Darien,IL,60561,,,,
119,@5sb-854-zs5,Invalid address,"Sun, Nov 1: 9 am - 5 pm
Mon, Nov 2: 8:30 am - 7:00 pm",41.8278194,-88.2023637,10/19/2020,11/2/2020,"[{'name': 'DemocracyWorks', 'official': False}]",Courtyard Banquets,3S200 Illinois Rte 59,Warrenville,IL,60555,,,,
120,222@5pw-2ty-rkz,,"Sun, Nov 1: 9 am - 5 pm
Mon, Nov 2: 8:30 am - 7:00 pm",41.7491548,-88.1214874,10/19/2020,11/2/2020,"[{'name': 'DemocracyWorks', 'official': False}]",Islamic Center of Naperville,25W530 75th St,Naperville,IL,60565,,,,
121,222@5sb-85g-gzf,,"Sun, Nov 1: 9 am - 5 pm
Mon, Nov 2: 8:30 am - 7:00 pm",41.7709563,-88.1522665,10/19/2020,11/2/2020,"[{'name': 'DemocracyWorks', 'official': False}]",Naperville City Hall,400 S Eagle St,Naperville,IL,60540,,,,
122,226@5pw-2ty-5s5,,"Sun, Nov 1: 9 am - 5 pm
Mon, Nov 2: 8:30 am - 7:00 pm",41.7315107,-88.1298608,10/19/2020,11/2/2020,"[{'name': 'DemocracyWorks', 'official': False}]",Old Farm Marketplace,2011 S Washington St,Naperville,IL,60565,,,,
123,@5pw-p9r-b8v,Invalid address,"Sun, Nov 1: 9 am - 5 pm
Mon, Nov 2: 8:30 am - 7:00 pm",41.7583771,-88.2111094,10/19/2020,11/2/2020,"[{'name': 'DemocracyWorks', 'official': False}]",Fox Valley Mall,195 Fox Valley Center Dr,Aurora,IL,60504,,,,
124,222-222@5sb-8ky-5j9,,"Sun, Nov 1: 9 am - 5 pm
Mon, Nov 2: 8:30 am - 7:00 pm",42.1315076,-88.3200588,10/19/2020,11/2/2020,"[{'name': 'DemocracyWorks', 'official': False}]",Carpentersville Fire Station No. 93,5000 Sleepy Hollow Rd,Carpentersville,IL,60110,,,,
125,zzw-224@5sb-8js-vj9,,"Sun, Nov 1: 9 am - 5 pm
Mon, Nov 2: 8:30 am - 7:00 pm",42.0424482,-88.288011,10/19/2020,11/2/2020,"[{'name': 'DemocracyWorks', 'official': False}]",Gail Borden Library,270 N Grove Ave,Elgin,IL,60120,,,,
126,222@5sb-8jq-t5f,,"Sun, Nov 1: 9 am - 5 pm
Mon, Nov 2: 8:30 am - 7:00 pm",42.0149162,-88.3137943,10/19/2020,11/2/2020,"[{'name': 'DemocracyWorks', 'official': False}]",Elgin Township,729 S McLean Blvd,Elgin,IL,60123,,,,
127,223@5sb-836-gp9,,"Sun, Nov 1: 9 am - 5 pm
Mon, Nov 2: 8:30 am - 7:00 pm",41.906088,-88.3387105,10/19/2020,11/2/2020,"[{'name': 'DemocracyWorks', 'official': False}]",Kane County Branch Court Conference Center,530 S Randall Rd,St Charles,IL,60174,,,,
128,222@5sb-828-2kz,,"Sun, Nov 1: 9 am - 5 pm
Mon, Nov 2: 8:30 am - 7:00 pm",41.8790409,-88.3080226,9/24/2020,11/2/2020,"[{'name': 'DemocracyWorks', 'official': False}]",Kane County Clerk's Office,719 S Batavia Ave,Geneva,IL,60134,,Bldg. B,,
129,223@5pw-p4z-2tv,,"Sun, Nov 1: 9 am - 5 pm
Mon, Nov 2: 8:30 am - 7:00 pm",41.7566731,-88.3162622,9/24/2020,11/2/2020,"[{'name': 'DemocracyWorks', 'official': False}]",Kane County Clerk’s Aurora Satellite Office,5 E Downer Pl,Aurora,IL,60505,,STE F,,
130,22g@5pw-p4b-ce5,,"Sun, Nov 1: 9 am - 5 pm
Mon, Nov 2: 8:30 am - 7:00 pm",41.7822016,-88.3674876,10/19/2020,11/2/2020,"[{'name': 'DemocracyWorks', 'official': False}]",Vaughan Athletic Center,2121 W Indian Tr,Aurora,IL,60506,,,,
131,223@5sb-b66-x3q,,"Sun, Nov 1: 9 am - 5 pm
Mon, Nov 2: 8:30 am - 4:30 pm",41.9330072,-88.7667974,10/19/2020,11/2/2020,"[{'name': 'DemocracyWorks', 'official': False}]",NIU-Holmes Student Center,340 Carroll Ave,Dekalb,IL,60115,Gallery Lounge,,,
132,225@5sb-9qj-kcq,,"Sun, Nov 1: 9 am - 5 pm
Mon, Nov 2: 8:30 am - 7:00 pm",41.9898665,-88.683765,9/24/2020,11/2/2020,"[{'name': 'DemocracyWorks', 'official': False}]",Legislative Center - Gathertorium,200 N Main St,Sycamore,IL,60178,,,,
133,224@5sb-xkq-y5f,,"Mon, Nov 2: 8:30 am - 4:30 pm",42.0139918,-89.3331457,9/24/2020,11/2/2020,"[{'name': 'DemocracyWorks', 'official': False}]",Ogle County Courthouse,105 S 5th St,Oregon,IL,61061,,,,
134,zzw-222@5pw-69g-pgk,,"Sun, Nov 1: 9 am - 5 pm
Mon, Nov 2: 8:30 am - 7:00 pm",41.8834427,-87.6772965,10/14/2020,11/2/2020,"[{'name': 'DemocracyWorks', 'official': False}]",Suder ES,2022 W Washington Blvd,Chicago,IL,60612,Ward 27,,,
135,22x-222@5pw-6fh-mx5,,"Sun, Nov 1: 9 am - 5 pm
Mon, Nov 2: 8:30 am - 7:00 pm",41.8585937,-87.6524818,10/14/2020,11/2/2020,"[{'name': 'DemocracyWorks', 'official': False}]",Jungman ES,1746 S Miller St,Chicago,IL,60608,Ward 25,,,
136,22v@5pw-69n-w49,,"Sun, Nov 1: 9 am - 5 pm
Mon, Nov 2: 8:30 am - 7:00 pm",41.8958561,-87.6679557,10/14/2020,11/2/2020,"[{'name': 'DemocracyWorks', 'official': False}]",Goldsblatts Building,1615 W Chicago Ave,Chicago,IL,60622,Ward 1,,,
137,zzw-223@5pw-67x-zzz,,"Sun, Nov 1: 9 am - 5 pm
Mon, Nov 2: 8:30 am - 7:00 pm",41.8618541,-87.7183391,10/14/2020,11/2/2020,"[{'name': 'DemocracyWorks', 'official': False}]",Herzl ES,3711 W Douglas Blvd,Chicago,IL,60623,Ward 24,,,
138,zzw-222@5pw-6fh-dsq,,"Sun, Nov 1: 9 am - 5 pm
Mon, Nov 2: 8:30 am - 7:00 pm",41.8442436,-87.6412299,10/14/2020,11/2/2020,"[{'name': 'DemocracyWorks', 'official': False}]",Sheridan ES,533 W 27th St,Chicago,IL,60616,Ward 11,,,
139,224@5pw-624-9pv,,"Sun, Nov 1: 9 am - 5 pm
Mon, Nov 2: 8:30 am - 7:00 pm",41.8855796,-87.6307458,10/1/2020,11/2/2020,"[{'name': 'DemocracyWorks', 'official': False}]",Chicago City Loop Super Site,191 N Clark St,Chicago,IL,60602,,,,
140,222@5pw-5zs-92k,,"Sun, Nov 1: 9 am - 5 pm
Mon, Nov 2: 8:30 am - 7:00 pm",41.8823821,-87.6193666,10/14/2020,11/2/2020,"[{'name': 'DemocracyWorks', 'official': False}]",Maggie Daley Park,337 E Randolph St,Chicago,IL,60601,Ward 42,,,
141,228-222@5pw-694-7dv,,"Sun, Nov 1: 9 am - 5 pm
Mon, Nov 2: 8:30 am - 7:00 pm",41.9188445,-87.683846,10/14/2020,11/2/2020,"[{'name': 'DemocracyWorks', 'official': False}]",Pulaski ES,2230 W McLean Ave,Chicago,IL,60647,Ward 32,,,
142,222-222@5pw-67r-w8v,,"Sun, Nov 1: 9 am - 5 pm
Mon, Nov 2: 8:30 am - 7:00 pm",41.8381774,-87.7176475,10/14/2020,11/2/2020,"[{'name': 'DemocracyWorks', 'official': False}]",Ortiz De Dominguez School,3000 S Lawndale Ave,Chicago,IL,60623,Ward 22,,,
143,222-222@5pw-6ct-m6k,,"Sun, Nov 1: 9 am - 5 pm
Mon, Nov 2: 8:30 am - 7:00 pm",41.8186124,-87.6951169,10/14/2020,11/2/2020,"[{'name': 'DemocracyWorks', 'official': False}]",Kelly HS,4136 S California Ave,Chicago,IL,60632,Ward 12,,,
144,zzw-223@5pw-67d-9xq,,"Sun, Nov 1: 9 am - 5 pm
Mon, Nov 2: 8:30 am - 7:00 pm",41.8812319,-87.7411191,10/14/2020,11/2/2020,"[{'name': 'DemocracyWorks', 'official': False}]",Westside Learning Center,4624 W Madison St,Chicago,IL,60644,Ward 28,,,
145,zzw-227@5pw-624-vcq,,"Sun, Nov 1: 9 am - 5 pm
Mon, Nov 2: 8:30 am - 7:00 pm",41.9002924,-87.6290504,10/14/2020,11/2/2020,"[{'name': 'DemocracyWorks', 'official': False}]",Ogden ES,24 W Walton St,Chicago,IL,60610,Ward 2,,,
146,zzw-222@5pw-69s-5fz,,"Sun, Nov 1: 9 am - 5 pm
Mon, Nov 2: 8:30 am - 7:00 pm",41.9041825,-87.7141059,10/14/2020,11/2/2020,"[{'name': 'DemocracyWorks', 'official': False}]",Casals ES,3501 W Potomac Ave,Chicago,IL,60651,Ward 26,,,
147,zzw-222@5pw-5zj-435,,"Sun, Nov 1: 9 am - 5 pm
Mon, Nov 2: 8:30 am - 7:00 pm",41.9193918,-87.6455484,10/14/2020,11/2/2020,"[{'name': 'DemocracyWorks', 'official': False}]",Lincoln Park HS,2001 N Orchard St,Chicago,IL,60614,Ward 43,,,
148,zzz-222@5pw-6cv-g8v,,"Sun, Nov 1: 9 am - 5 pm
Mon, Nov 2: 8:30 am - 7:00 pm",41.7834138,-87.6746801,10/14/2020,11/2/2020,"[{'name': 'DemocracyWorks', 'official': False}]",Lindblom Park,6054 S Damen Ave,Chicago,IL,60636,Ward 16,,,
149,zzw-222@5pw-6cm-6p9,,"Sun, Nov 1: 9 am - 5 pm
Mon, Nov 2: 8:30 am - 7:00 pm",41.793589,-87.6884697,10/14/2020,11/2/2020,"[{'name': 'DemocracyWorks', 'official': False}]",Carson ES,5516 S Maplewood Ave,Chicago,IL,60629,Ward 15,,,
150,228-222@5pw-67k-tn5,,"Sun, Nov 1: 9 am - 5 pm
Mon, Nov 2: 8:30 am - 7:00 pm",41.8980114,-87.7468807,10/14/2020,11/2/2020,"[{'name': 'DemocracyWorks', 'official': False}]",McNair ES,4820 W Walton St,Chicago,IL,60651,Ward 37,,,
151,zzw-223@5pw-6fb-xkf,,"Sun, Nov 1: 9 am - 5 pm
Mon, Nov 2: 8:30 am - 7:00 pm",41.8091766,-87.6269075,10/14/2020,11/2/2020,"[{'name': 'DemocracyWorks', 'official': False}]",Beethoven ES,25 W 47th St,Chicago,IL,60609,Ward 3,,,
152,zzw-222@5pw-5zp-v2k,,"Sun, Nov 1: 9 am - 5 pm
Mon, Nov 2: 8:30 am - 7:00 pm",41.9481651,-87.6515597,10/14/2020,11/2/2020,"[{'name': 'DemocracyWorks', 'official': False}]",Inter American ES - First Floor,851 W Waveland Ave,Chicago,IL,60613,Ward 44,,,
153,228@5pw-6dj-v75,,"Sun, Nov 1: 9 am - 5 pm
Mon, Nov 2: 8:30 am - 7:00 pm",41.8164686,-87.6073501,10/14/2020,11/2/2020,"[{'name': 'DemocracyWorks', 'official': False}]",Dr. Martin Luther King Center,4314 S Cottage Grove Ave,Chicago,IL,60653,Ward 4,,,
154,zzw-222@5pw-6cw-fcq,,"Sun, Nov 1: 9 am - 5 pm
Mon, Nov 2: 8:30 am - 7:00 pm",41.8050333,-87.7255732,10/14/2020,11/2/2020,"[{'name': 'DemocracyWorks', 'official': False}]",Edwards ES,4815 S Karlov Ave,Chicago,IL,60632,Ward 14,,,
155,zzz-222@5pw-6qj-m6k,,"Sun, Nov 1: 9 am - 5 pm
Mon, Nov 2: 8:30 am - 7:00 pm",41.9628085,-87.6863871,10/14/2020,11/2/2020,"[{'name': 'DemocracyWorks', 'official': False}]",Welles Park,2333 W Sunnyside Ave,Chicago,IL,60625,Ward 47,,,
156,223-222@5pw-692-kmk,,"Sun, Nov 1: 9 am - 5 pm
Mon, Nov 2: 8:30 am - 7:00 pm",41.9425842,-87.7147055,10/14/2020,11/2/2020,"[{'name': 'DemocracyWorks', 'official': False}]",Northeastern Illinois University-El Centro,3390 N Avondale Ave,Chicago,IL,60618,Ward 35,,,
157,229-222@5pw-6dc-649,,"Sun, Nov 1: 9 am - 5 pm
Mon, Nov 2: 8:30 am - 7:00 pm",41.7596937,-87.67622,10/14/2020,11/2/2020,"[{'name': 'DemocracyWorks', 'official': False}]",Southside HS,7342 S Hoyne Ave,Chicago,IL,60636,Ward 17,,,
158,223-223@5pw-6qg-8y9,,"Sun, Nov 1: 9 am - 5 pm
Mon, Nov 2: 8:30 am - 7:00 pm",41.9647366,-87.6589635,10/14/2020,11/2/2020,"[{'name': 'DemocracyWorks', 'official': False}]",Truman College,1145 W Wilson Ave,Chicago,IL,60640,Ward 46,,,
159,229-222@5pw-68z-td9,,"Sun, Nov 1: 9 am - 5 pm
Mon, Nov 2: 8:30 am - 7:00 pm",41.9400245,-87.724265,10/14/2020,11/2/2020,"[{'name': 'DemocracyWorks', 'official': False}]",Lorca ES,3231 N Springfield Ave,Chicago,IL,60618,Ward 30,,,
160,227-222@5pw-698-qj9,,"Sun, Nov 1: 9 am - 5 pm
Mon, Nov 2: 8:30 am - 7:00 pm",41.9578627,-87.7023987,10/14/2020,11/2/2020,"[{'name': 'DemocracyWorks', 'official': False}]",Bateman ES,4220 N Richmond St,Chicago,IL,60618,Ward 33,,,
161,222-222@5pw-67k-45f,,"Sun, Nov 1: 9 am - 5 pm
Mon, Nov 2: 8:30 am - 7:00 pm",41.9235012,-87.762649,10/14/2020,11/2/2020,"[{'name': 'DemocracyWorks', 'official': False}]",Hanson Park ES,5411 W Fullerton Ave,Chicago,IL,60639,Ward 36,,,
162,zzw-222@5pw-694-w6k,,"Sun, Nov 1: 9 am - 5 pm
Mon, Nov 2: 8:30 am - 7:00 pm",41.9355753,-87.7501048,10/14/2020,11/2/2020,"[{'name': 'DemocracyWorks', 'official': False}]",Falconer ES,3020 N Lamon Ave,Chicago,IL,60641,Ward 31,,,
163,224-222@5pw-6br-9pv,,"Sun, Nov 1: 9 am - 5 pm
Mon, Nov 2: 8:30 am - 7:00 pm",41.7852002,-87.6089953,10/30/2020,11/2/2020,"[{'name': 'DemocracyWorks', 'official': False}]",Fiske ES,6020 S Langley Ave,Chicago,IL,60637,Ward 20,,,
164,222-222@5pw-67n-tsq,,"Sun, Nov 1: 9 am - 5 pm
Mon, Nov 2: 8:30 am - 7:00 pm",41.917759,-87.7822516,10/14/2020,11/2/2020,"[{'name': 'DemocracyWorks', 'official': False}]",Burbank ES,2035 N Mobile Ave,Chicago,IL,60639,Ward 29,,,
165,zzz-222@5pw-6qn-y5f,,"Sun, Nov 1: 9 am - 5 pm
Mon, Nov 2: 8:30 am - 7:00 pm",41.9892694,-87.6597297,10/14/2020,11/2/2020,"[{'name': 'DemocracyWorks', 'official': False}]",Broadway Armory,5917 N Broadway,Chicago,IL,60660,Ward 48,,,
166,zzz-222@5pw-2nb-ht9,,"Sun, Nov 1: 9 am - 5 pm
Mon, Nov 2: 8:30 am - 7:00 pm",41.7744601,-87.7288495,10/14/2020,11/2/2020,"[{'name': 'DemocracyWorks', 'official': False}]",West Lawn Park,4233 W 65th St,Chicago,IL,60629,Ward 13,,,
167,zzw-222@5pw-6c2-4gk,,"Sun, Nov 1: 9 am - 5 pm
Mon, Nov 2: 8:30 am - 7:00 pm",41.7918873,-87.5944835,10/14/2020,11/2/2020,"[{'name': 'DemocracyWorks', 'official': False}]",Ray ES,5631 S Kimbark Ave,Chicago,IL,60637,Ward 5,,,
168,22c@5pw-6bw-575,,"Sun, Nov 1: 9 am - 5 pm
Mon, Nov 2: 8:30 am - 7:00 pm",41.7623818,-87.6237031,10/26/2020,11/2/2020,"[{'name': 'DemocracyWorks', 'official': False}]",Deneen ES,7257 S State St,Chicago,IL,60619,Ward 6,,,
169,225-222@5pw-6qm-hkf,,"Sun, Nov 1: 9 am - 5 pm
Mon, Nov 2: 8:30 am - 7:00 pm",42.0073304,-87.6726962,10/14/2020,11/2/2020,"[{'name': 'DemocracyWorks', 'official': False}]",New Field ES,1707 W Morse Ave,Chicago,IL,60626,Ward 49,,,
170,zzw-222@5pw-6d5-k4v,,"Sun, Nov 1: 9 am - 5 pm
Mon, Nov 2: 8:30 am - 7:00 pm",41.7421281,-87.6968203,10/14/2020,11/2/2020,"[{'name': 'DemocracyWorks', 'official': False}]",Carroll ES,2929 W 83rd St,Chicago,IL,60652,Ward 18,,,
171,zzw-222@5pw-6qj-9vf,,"Sun, Nov 1: 9 am - 5 pm
Mon, Nov 2: 8:30 am - 7:00 pm",41.988255,-87.7007878,10/14/2020,11/2/2020,"[{'name': 'DemocracyWorks', 'official': False}]",Mather HS,5835 N Lincoln Ave,Chicago,IL,60659,Ward 40,,,
172,222-223@5pw-6qq-5mk,,"Sun, Nov 1: 9 am - 5 pm
Mon, Nov 2: 8:30 am - 7:00 pm",42.0021787,-87.6890062,10/14/2020,11/2/2020,"[{'name': 'DemocracyWorks', 'official': False}]",Warren Park,6601 N Western Ave,Chicago,IL,60645,Ward 50,,,
173,zzw-222@5pw-6c8-w49,,"Sun, Nov 1: 9 am - 5 pm
Mon, Nov 2: 8:30 am - 7:00 pm",41.7256864,-87.6304763,10/14/2020,11/2/2020,"[{'name': 'DemocracyWorks', 'official': False}]",Turner-Drew Language Academy,9300 S Princeton Ave,Chicago,IL,60620,Ward 21,,,
